sentence_id	sentence	sentence_domain	source	is_used	clips_count
49eb98721b574d0eb082f3c03a2f094d4e656a293058942f553203393d38dff9	Nso ke ọmmọ etọtọhọ ñkọ ọmmọ edo mme ọdiọñọ ñwed ñwed asaña nsoo mme utọk añwaan ye ebe.		Own Submission	1	6
4d4c5723f33c78635d1719f087e71524bdde4fefc7f90248bbb3e5550b8a8143	Ñkọrọ usem nnyịn imikịd ke ndọ ibọbọke ke ibibio.		Own Submission	1	6
5409cd5a3c5d99d0927ed637477c61c52e41576c9861aa9c190654b47b2e887f	Ibaaha ukọd ndomo keed akemeke adiwọd utọ ima odo nse ntaatañ afịd usen mbaña uñwam afo akesịnne ọnọ nnyịn.		Own Submission	1	6
5900cab94d349c93ef2a6a0b9482ae10f9fe33c0c4d8a335a44308cef535ff3b	Nnyịn imiwuọ idi mbaak otodo idisaad nneme ineme.		Own Submission	1	6
5965649f1e453d431658638dad2c153171239b39d2c01db865f7580611bc163e	Ufọk fedraad sekriteriad ke uyo amaabuuro eti eti ke idaha mbon napep ke ikpehe uyo.		Own Submission	1	6
5aafdbb5dbc09abecf7b62e311911694e0f87ddf80b84413722cadb902e96c87	Emaesịn ebeeñe ebo nọ ukara enọ mmoto bọọs.		Own Submission	1	6
6405ce94f1ae71036534c46c923a035fae0d9e3be18a6f0e47dfab87ef0d7467	Se owo ọtọ ayaadọk ukanna utọ iwa ukudọk ikpọñ.		Own Submission	1	6
772419f6c2301a2635edfb69f155018fe4c77c5c8e5e4a01b0b4bd8510259762	Esen ata idịp iyak andinie ata odoro akpa añwaan usen ikidọ ekpo ekpo itemmetem ifọppọfọp.		Own Submission	1	6
7ecdb5a52a3552c74b8f9f2cbd9e1ff03845a89285afc35cb23629743a1f7503	Enye odo ndidia afo ekpenọọhọ tọọñọ ubaha usen akewuọ aka afe mbʌk ndufo odo amenịm mkpọ ọnnọ.		Own Submission	1	6
8ec9da71d8397b78a40ced8764ba564fa8cb076dbdd3c7d0f514e0f20fdc2e70	Adiaha mmi emʌm ewod ndisi asana ado oko amaana asakka.		Own Submission	1	6
9811e113ecae9a5afc73f1edcc0aef6d9f308ab3187273cab1194c467aafa727	Idahami mkpọ ikọd etefia emaekpa enyen ekpa utọñ ekọrọ usemkpọ ibagha ufọn aba do enye ododo.		Own Submission	1	6
9a041c386e2d8f7b333274559ea48205b9844ddf62692ae410f13a72bc64c9b6	Akpodo akpasọm amaadiọọñọ ke ekuọñ ayaanyọñ anye ikpikitreke edimʌm ñkʌp.		Own Submission	1	6
9ae3a1abc6c41734ea34e98dad1b87a32e958d2784e125d3abef60b93dc2764f	Akpan akpan ọbọọñ widdie apaimuk adaiwuod ke amaanyam.		Own Submission	1	6
9aecd5827d0e1edc548347472bc77cdf6630b58a20eca5c5342eddca3b91045d	Kadaña ufen emi mbọde.		Own Submission	1	6
9c74a101a5f564cabf9323f06205b3bd267e457411f3921d17162dbf0629e9df	Mme utom ñkọt mme uforo ake nyobio owo basi etịm akeñwamma adisịn ke obio.		Own Submission	1	6
9d2ac16b008f18bd96ce1a07be8e359da2ca13977c5964198a86fc9cf1e67f76	Ami mmekop mkpọ mfịn tutu utọñ iba emi ansịde mkpeketie ke ufọk mfịn mkpediọọñọke se ami ndidiọọñọ ami.		Own Submission	1	6
a44d647ef617846449dccc71b7ebbf25f403c66767b8a60a00d18a28584794cd	Mme ufan oduuk mme imaan ọmmọ emaewana ke edinam ami keed ke otu ami odo ete mme mma udọudom.		Own Submission	1	6
a458c07595f05cfa8231c802ece6c21bcf55c77cc681eb03393b44b2c89d1689	Mbaak oto ke ndo ekop inem ndọ sia odooho ọmmọ edido keed.		Own Submission	1	6
a5d535aac9f254d48b51f263e6cf862361ea891f3a5d97ce8a9e8b5cad822287	Nọ oto do eketañ mme iyaibọkkọ deedeeb ku kọkọrọ.		Own Submission	1	6
ad44a7c3d096b32f0a234dd655b04629750f7e9db43ebf856fbf499eef825283	Ñkịtikịt ọbọọñ ke utọñ akai ndịk etịmme ọmʌm idek.		Own Submission	1	6
afd7b4fb5da5f2222d1d0efd8bb3c71ef93bfe1e30c052cdaaea68b61c32421a	Iyo o ete uko kuubo ntoro bo idiọk mkpọ aka nduọñọ ke nsan nsan awo esʌk edʌñọ.		Own Submission	1	6
b3a1a3d211efd1b0ffd37cb1854e47659c62b8d258a34ab24b10868788b68383	Mma akpekedo owo ekọñ ọ yak ennọ ñka añwan ke bakasi mme sidia mme daiberia anye akpenam die.		Own Submission	1	6
b865ba4ddf19490b53bc8938943fb942c3129b3d1b614a1ac90fda2df511d855	Mbʌk mme anyam urua se ikisịne ke akpa ikpehe akedo enye emi abañake mme anam mkpọ ke eti usʌñ.		Own Submission	1	6
bd7a3e044ddf2f05ce1a4472feeeb49dae2efb03bb6b7b2e745c7afce77e0b67	Nniehe idotenyen ke idem owo emi atọọñọke utom ọmọ ye ñkara ke esịt.		Own Submission	1	6
be49299cce0dc58f61dc5bfdab226b87002447c6837ae3308c6c5a1e7b0744be	Ọnyʌñ ọsọñ mkparawa mmesio mbreem ọmmọ ekaiso ke mbreem ebre mbreem kemem.		Own Submission	1	6
bf23a93408eb4cfb167ee6c1f134e8cfa0643094f1a947332099b8ec88fb932d	Mme itie usuan etop etre ediwọt mme ndise anamma nọ ibaan ekappa etie nte ñkpọ mbịn ye nyọọ.		Own Submission	1	6
c44298de6c3b65df6ddbae86c5efbaad3f991b89af0f8b6d4cda2aa36c322e0b	Idaha ami mmekịd ke enyen tọọñọ adiaha mma arịd mme ebe ekedʌk ọtʌñ ebe nnyịn aforo iyeed.		Own Submission	1	6
c87587017eb827f9c4a951c1c0a24acc1fbbf8368e5ad5a270b3d101467bcc2f	Akịd ñkekaaha idʌñ unie mmi ekesʌk ekpaha ke mbume keed ado udu unie nditọ idahake.		Own Submission	1	6
c8f6751ac91afec8e21e1dbc0e017f13725a636ff0a10d2d19f46391b8a937e1	Ọnyʌñ ọkọọm mme anyam urua odo ke edimaana ntọọñọ utom adibọọp mme ufọk urua odo ke idem ọmmọ.		Own Submission	1	6
cdfbd09e44b1cab79b4380e20dc5d104ee178c69f23690b19e8120d1a37a21b0	Idaat enieñe ama idaat idiọọñọke eyịn eka idaat idaat esee ataat ọfọñ asaña ifet obuut inamma idaat anam mbon idaat.		Own Submission	1	6
d35c4eff457f5aef45a6693dcfb182cfa6097cc63430687c4e51e455ea2a3d00	Mbaak oto ke ndo añwam ke edisọp mben mme ñkpọ unịme ikañ ami ñkeniime ikañ ke mme udua.		Own Submission	1	6
d5b2d3e8b1c0b540ea87e44518a358feba054ce6fae8d3f01d068487e6fc4c8c	Se do o uku wakkake ndomokeed ado anen iso adi umi ọfọn yak unọ mkpọ ọwọd daña afo ama nnyịn.		Own Submission	1	6
d8ab8ced2578efb0b1fa7dd6dc3412d45f385c55c0789e43ce4387eabd942af9	Asana asakka iyọhọke isua itiaba dana eketañ eyeyịn inyʌññọ itañ ikọ.		Own Submission	1	6
d9cae53558d8d775f358816402dd50ae0d19d03d48fa70ff242e2d1279f8976e	Ekpu ke idʌñ emi odo mbeeñe unọ ke ntoro owo akpekop utọ ntiti udọ akekoppo do enye ana ayem usʌñ daña owod ekpu.		Own Submission	1	6
e02248509a22ec3cfd5a3d8cafb350e3d0d21d094570ba49b42261c79347b351	Ñwaan akpan akedakka adiaha mma arịd amaabo yak ayịn atọọñọ asañ ke ufọk ke imọ isʌk idi ke ntak abuud.		Own Submission	1	6
e15b13210d3cbb024e8799564dbff9d03984fbb06880cfb9fca537e852d83d06	Ke tutu amaama owo mfen ituukọ owo edem iwuọ isịn.		Own Submission	1	6
e6d8b45529797dbffebf11f8e730cef1d218e9c42296e6ac903d4eed731be9df	Mmọn mbre mme mme ese ndise akekpeekpeme ọmmọ abasi ibom ekpeme.		Own Submission	1	6
e8edaa28a6a7d7c89a5fe373252ba16ec7fb0fa64d273f4612d9f83f104754d2	Umọfia akedia mkpọ ama amaakedo ke akuañ kannyak ate idaiya.		Own Submission	1	6
ea870e694daf7422fc6862cf842271af69700e9c433e445eafeb8fd7045a7e36	Nso itie nte ukeme mbọ taa ọkọọm enye ubọk se tọñọ ñkekpọñ ọfis nduọkkọ odudu ndomo keed.		Own Submission	1	6
ecb81ba92aaf4b88d7a090e37328ddefd39daa891187c0eb4804fc136fdc798c	Ebiat ukeed ọkʌk eyaam ukeed mkpọ ke ufọk idem ete adọdiọk akan naña ake dodo.		Own Submission	1	6
ecf776771afaabc318ac986e1f937ce2beaabd97c3f9dbc639f61054ecff5d9d	Odo ke abasi iniehe ke mkpọ ndomokeed isọññọ ikan abasi enye amaakọọm abasi akekamake ọmmọ ke isua itiaba akeboiyoke.		Own Submission	1	6
edc11c2fc1de012b0d4eb576af0b49df0cc86012f73525800930c791fb2b7978	Ebo ke adʌk mmoto ntәkeyịn asitebe uduañ simaikibọkọ ibiara.		Own Submission	1	6
efc2c6d0ef6ff7d033fe4266b8087558cf461f4670786cc20ccf11f861d46285	Emi idịm emi miikiwereke ikpọ eto se afịm ye edịm ekewịp.		Own Submission	1	6
f1992bb4f21ddc142ec8c9a9ad7a4a57b398ae93ab09e288b24b28119f1e28c5	Ete efiọk okokon afo abo ke itañ so.		Own Submission	1	6
f3029dd9e90f1cb9b5c37a38f3017bffef65d34d255c2c71e769722fa76c53bd	Mkpịkke iba ufọk otu mkpọ itie ọkọkọọk ifañ ebono akuañ ikʌk ana ke ñkañ keed.		Own Submission	1	6
f380b243823a02bb89aa951288881f15604726a167d181a23786758ee2a82f84	Odooho ekamba akama ndutʌm ke ufọk utom usuan mbʌk ake ekebe ndise uyo.		Own Submission	1	6
f5ad34c544e1bd506f4c736adb078ab78213c0ef70f1988db44d1ba5247bc807	Enye odo andikood ntaib mmaana ntaibsed mme ñwed se ñwed.		Own Submission	1	6
f5b5b5c9b26cfe8f22968918aa279459aca558d5e093326044bcde04c15d2ef0	Akpan akpan sia mme ntuaha etañña ebaña ke mbʌk emi esʌkkọ ebaaba ke mme nsio nsio idʌñ ke otu nnyịn mfịn emi.		Own Submission	1	6
f841e66fd2cd6e340bec96821a39588356e9576b5a88c06982e37b0960aa97d9	Ntan ekpeep ñkakat isañ ọnyọñ.		Own Submission	1	6
f88905cb48e687c892cce0771681e3c3484c382b61f6563b9c98f97b9598b36d	Ñkaama afrika odo kua efaak nteem afrika inieehe nte ọsʌhọ usem afrika edibeebịme.		Own Submission	1	6
f8b756f5b3f1315b8bc0c235ed1503be2bc714d5618bea13670578e80d156e22	Ọkọm utom ke inam mma odo akesinwam o adikama ufọk ke ntәk urua idaha ami anye amaaman nditọ do.		Own Submission	1	6
013184f194578ae9745699c12faba479861d37158004584dc97621f7658a7323	Mmọọñ idịm ukana amaasideññe.		Own Submission	1	7
01707cd5cec6b08cd9a3556cdaf37e9198785341d2af9a04d14c97281d4b35d0	Mbʌk akebaña mme anie eti esịt ye mbon se inam mkpọ ikeene mbet.		Own Submission	1	7
0284d7c6777ab84775dac4314f78d13bd269b2c350859a54eb1db7033c992875	Ke ukara ebiooro adisịn uñwam nnọọ ufọkñwet ukpeep mme ọkwọrọikọ ke mme utom ñkọt adidịppe ufọkñwet odo.		Own Submission	1	7
037933dfcb4a3e93d9e1f9505ffebda79148d8dc2a78adf664b135109931e9a3	Ke obio kopenhakịn.		Own Submission	1	7
07f09a2a4299de4e4a479818316e588a3c7d4b2aa6aebc5e1029d7b830cb65c8	Ou eyịn odo odo o afịd owo ebọ ke uyo keed ou ubaha eti mkpọ isikpeeneke odo ọfọn ọnọ ukpakka mkpọ ekootto eka ko.		Own Submission	1	7
0864f6b726360a158ced8d7367a66a031b938629be375f6540afe55952f2ff0b	Mma duisa ubọọñ amaadian do obo ke ñketi eseñwa odo ñkpọ uto ake ọsọbọke eti eti.		Own Submission	1	7
08a3c5f91373dd4c693844f41cdc942d50cc5009a160cba2bd928212886e6aaa	Ikanna eke mbon ekemʌmmọ enye.		Own Submission	1	7
0a6ca0ef8893cd1f4cc2a50d55deee037e7d826923f053137abc88f16f80f6bf	Kpa ntodo ñko ke akaisañ anenekke atuut ọfọñ ufʌhọ ọfʌk idem ọmọ.		Own Submission	1	7
0d872d810f57f4a4cfec5993328acc194db1ac895da5ecdae124cca4c0042cde	Mbon akwa ibom edo idịd emaaha mbre ata eti eti akpan akpan mbrenyọ.		Own Submission	1	7
0ec13e1d8d74ea990694707ac44efee2a81888e8dc810ed3071fec5768e31f1c	Ekọñ akekuere akpasọm amaanyọñ akebọp idʌñ ọmmọ.		Own Submission	1	7
0ee2893a6df51daaca0a6b6089eba581dde8dd5021b72883b2e9ff46187b349e	Akeene ọkpọsọñ odudu aamme itie usuan etop emi eniehe.		Own Submission	1	7
0f87dd44a15246842e593dc57048bbfcd6f8f82a4a491684294a0a75a083ab50	Ọwuọ enyem ami nsʌkkọ ami nduọk idem mmọọñ.		Own Submission	1	7
10f59544e3bf26fd5567c80006c8bf1d97d2b3494d96bdc226f3bbb7e7390a3c	Sia ikịm amaakpon ebod akedo asaña duọñ ke duọñ duọñ ke duọñ.		Own Submission	1	7
116a08bf3bc12b6cfbdbcfdf33c7f1bc507b477471bf3b485d0247e70882a2e1	Ebeeñe idem adikịt mbo ke mmimọ iminam nọ udọñọ itiaita ami amaana ateek ubọk ke idʌñ nnyịn.		Own Submission	1	7
120caa74f1e0c0fe0e3397743c276fc13051274930293eca02ea684d94bec682	Ekịt ebo ke ideen isaanake mbiomo ukama ufọk ifiik ibaan ikpọọñ.		Own Submission	1	7
125bdf635e92d9ae23ce584775d23e5a52c20f57272f2a43005a3118ec598f3a	Ekọk ata mmem mmem akpekap odo ufuọd aba akpedikop uto fien.		Own Submission	1	7
14297239fdce62063d62c65ac7f323cbd935d34788159bf9c0eb8b793c66c3b6	Idaha añkedikitte anye ke esien ntak anye akpedi kọttọ ọ.		Own Submission	1	7
1540014e9213e5e88836fe2787e6eeb603efb05df432afa2cda0e1f1bc084a33	Daña ekedikọppọ mbʌk ebod imam amamaana asakka.		Own Submission	1	7
15dacba728a27f9b28abf6adfa1d9b7a31bf703c22339681facd355dda935ef5	Nọ ekebọ usọbọ afịt owo inaañ odo eto ufọk keed enyʌñ ekpeiye mme owo ebo nọ ediọọñọ daña enịm mme mkpọ udomo ikañ.		Own Submission	1	7
1899de015136b97aa430f4957a27759766cb08fab4105882b705291b4fe4d56d	Ammọ emaedikappa esọbọ nte nti mkpọ urua emi afịt owo ekeyemme.		Own Submission	1	7
18e997fb104a4e0d1d64eb434cb83484c3deab4398cf044fdef88b91d3da3b5b	Odo sia idʌñ edem umi enemme ibaaha owo asekke ama isọp mbọọrọ ikood etefia ke utọ usʌñ etañña mi.		Own Submission	1	7
19f0d7f6fb5b669719e34ec5f6b6a5dbe51446b23a7b44f001fe0d2b984f5921	Ebo ete ke utañ udọñ okokpon ọsọñ ekọt iwuot.		Own Submission	1	7
1aa25a0121ccef347acda2dc0ed31f8260353b34a543ac6191652abee0ac62a9	Unana mbuọtidem ke idem nnyịn.		Own Submission	1	7
1ac65b3e10b4191bcfdcca69ec93f409a11eba66567699bd891b80227ef0efb0	Ata esietak owo ufọk enie ekena akai afọn idem ama owo iseehe idem ñkañọtʌk.		Own Submission	1	7
1c1e78638c8ec75cfb354647b6711b724fb29a6bcc7453d61463fbbb75b45d42	Emaenọ owo mkpọ eseedia ibio ñkọ ñkinọọhọ ibed ọñwọñ afịd ọnyʌñ ọkọọm idʌñ idʌñ eedioo.		Own Submission	1	7
1e4307ab6d1024ea62c0e3cd8e9396d9c59715e7dc99b31c71343c8e42a9acb0	Ke akpatre akpasọm amaadakka ndubi okon keed.		Own Submission	1	7
1e492e53e0508be54b08e5b9174187424c8f447d5e40eb4c5b24b668ac424123	Mme mbre emi ekeseewak ediwuọ ke ini usọrọ nte nsuuk udia.		Own Submission	1	7
1e9c3e5f5f26460b9b6340fefb5f2940f228372314671b6f0abe469de68f86bc	Afo ada idiọk osio usiene eti mkpọ.		Own Submission	1	7
1f10c15081e23895ccdeca8c2736bb8310ed5d00c2dafacc35b54f6739259f2e	Nso utọ nnanenyen ido ami ekpu ami mkpiye idahado akpetịd utọ ami udọ asịkke akpere ate imaana ise daña ekpu aba.		Own Submission	1	7
1fda69157eed649e310deef5f0d3e77d3d57e48179cef4a2c378faff59b0388f	Ke ifịk enye akesịnne enekke etañ ebaña ufọn nditọ abasi ediọọñọke nte mme kristian edinam edioomo edidiọọñọ mme abasi.		Own Submission	1	7
204bc350c22fed87047b6f97a4deb94fb5b54c66d5f6cf4574ee3cefd55eda61	Eka inyañ aketañ ntom ama enye amaasaña ọbọhọ afịd ibaan adịppe iso asaña afehe.		Own Submission	1	7
210cc5285e9a3edded8c0be4aadd37e042d75ec01bdae01f15f52af89726ac85	Ibaññake aba ema ekpañña ema utọ ibon odo ekedo mkpoon ofiom ofiom ideen ema ewuọ eda ukịm akan ọmmọ ke mfañ.		Own Submission	1	7
246194f1c0c58e4c91b345eaa3aa841435940acacba41d63f7bb8d08e706a549	Enañ ukuak edido ikọ esed mmoto usʌñ ukuak ete ke uweene anie.		Own Submission	1	7
24a2b2d1d749726287a40a94814183877370d587b2ba9ed9bd370b4df8aae71a	Abasi enyọñ abasi isọñ atịmme odo itọọtọd abasi enye atuak isọñ.		Own Submission	1	7
25a4dc84e7a659fe6ec46a30f3a8fc67c4f276986642edaf37d84a84cd5c5532	Afịm enyeeñe mboom ibuñọbuuñ kpa esiere ñkịtte se ikañ owot.		Own Submission	1	7
26b6d93da7973547690253df5fc6e3ca9c86394c7035bb660bc500e56afe9c15	Mm eka okon mkpọ ọwuọñọ owo do o esed ete adidʌñ akan anie ufọk ikọ odo ikisiññwañake.		Own Submission	1	7
285f57d43453dbd50472d84323ae1fa38db52492a64ebdafc22968e6c6f57aa6	Ñka ndatndat krọs ake naiyiria ke ikpehe akwa ibom sted.		Own Submission	1	7
28b43375a0bbf85e980085efe4f31988fab624a98519248b89dc5482a8690d1e	Ñkọrọ ake idektrik ke ini ọmmọ edaiyake mme ewuọñọke ke ufọk.		Own Submission	1	7
290a1606468683c785148c81b238c1da575bccb77faad23a2bc429c66820b9bd	Inua adia eti mkpọ enye adia idiọk owo ndidia ke adan ọyọhọ ọfọñ.		Own Submission	1	7
2b30e34412e57b2a719290773720601c7400aca12dc8ead0705150afece45948	Enyem amaakan ituud sia ebʌk ikịm akedo ọfuọrọ ebod emi ke inua ọfuọrọ ke nnʌk.		Own Submission	1	7
2cc4b235dbf2f90f6e50763e1990fcbef62d762ee209b293f3a4345f499c2799	Mbaak utịp ọmmọ okpon ke obio abasi enye amaadian obo nọ ọmmọ ekpeme mbaak owo edidat ọmmọ awakka ọkpọñ usʌñ.		Own Submission	1	7
2cff52f49763d99d7b52c8b13a2126cbd5ee1f890409e09709058e82711131b0	Ke akpatre ọbọọñ amaawuọ ke ekʌk ọmọ uyom ọnyʌñ odop mme ata mmeeñe.		Own Submission	1	7
2dbe6322fcd21fce9734737aa6b556e95a47ff51491b351cc47bd3b9731a0d05	Ikọ amaakịm mma ami tutu anye otoiyo usen edem enye atoiyo daña imọ ikise ibaaha ndidia ukeed se ebe akenam imọ ikịtte.		Own Submission	1	7
2e70facaaf6d1847219ccb4352f162c8ee0ad872066d234981ac80bbac895a3e	Mbon unam nduuñọ eben ewọt ebo ke otu bidiọn owo ke afịt unadot eedoññoke ọkpọikpọi uweene.		Own Submission	1	7
2ef292b3232259e9b70e3c1ff97b018ab42f82ff4d80a3ee7215c88508d12b03	Aka uke utu ke awad akaanañwaan mbon usʌk usʌk asiak uwad tararara nte ebara anye ikañ ke iwuod.		Own Submission	1	7
