clip	duration[ms]
common_voice_ibb_41300072.mp3	5436
common_voice_ibb_41481123.mp3	7380
common_voice_ibb_41265518.mp3	6804
common_voice_ibb_41512652.mp3	5328
common_voice_ibb_41513091.mp3	7344
common_voice_ibb_41374636.mp3	9936
common_voice_ibb_41509902.mp3	9000
common_voice_ibb_41414011.mp3	8100
common_voice_ibb_41472359.mp3	11376
common_voice_ibb_41528658.mp3	11340
common_voice_ibb_41481954.mp3	12060
common_voice_ibb_41320733.mp3	9180
common_voice_ibb_41374632.mp3	7236
common_voice_ibb_41480970.mp3	8712
common_voice_ibb_41482306.mp3	8676
common_voice_ibb_41396985.mp3	12780
common_voice_ibb_41464518.mp3	11124
common_voice_ibb_41287092.mp3	7380
common_voice_ibb_41354024.mp3	4680
common_voice_ibb_41480717.mp3	9828
common_voice_ibb_41472326.mp3	9000
common_voice_ibb_41487030.mp3	10188
common_voice_ibb_41316246.mp3	5076
common_voice_ibb_41322774.mp3	7236
common_voice_ibb_41356347.mp3	10368
common_voice_ibb_41333055.mp3	7488
common_voice_ibb_41262615.mp3	3960
common_voice_ibb_41440611.mp3	9432
common_voice_ibb_41482014.mp3	10512
common_voice_ibb_41482252.mp3	11520
common_voice_ibb_41444354.mp3	6948
common_voice_ibb_41308590.mp3	5688
common_voice_ibb_41482066.mp3	10440
common_voice_ibb_41440699.mp3	11232
common_voice_ibb_41414519.mp3	10620
common_voice_ibb_41503564.mp3	2088
common_voice_ibb_41484826.mp3	7416
common_voice_ibb_41271737.mp3	15048
common_voice_ibb_41482326.mp3	7020
common_voice_ibb_41372380.mp3	84816
common_voice_ibb_41301591.mp3	3600
common_voice_ibb_41482072.mp3	8676
common_voice_ibb_41261718.mp3	10260
common_voice_ibb_41374391.mp3	9756
common_voice_ibb_41248765.mp3	3960
common_voice_ibb_41528723.mp3	9468
common_voice_ibb_41308389.mp3	11736
common_voice_ibb_41440550.mp3	12744
common_voice_ibb_41395268.mp3	9612
common_voice_ibb_41513181.mp3	7344
common_voice_ibb_41396844.mp3	7848
common_voice_ibb_41316626.mp3	4428
common_voice_ibb_41484088.mp3	5076
common_voice_ibb_41271612.mp3	10260
common_voice_ibb_41464503.mp3	10368
common_voice_ibb_41440553.mp3	7596
common_voice_ibb_41451701.mp3	9216
common_voice_ibb_41371113.mp3	8928
common_voice_ibb_41308466.mp3	7200
common_voice_ibb_41400509.mp3	4896
common_voice_ibb_41326060.mp3	8100
common_voice_ibb_41484074.mp3	9360
common_voice_ibb_41484700.mp3	4716
common_voice_ibb_41326183.mp3	113256
common_voice_ibb_41374258.mp3	6300
common_voice_ibb_41513022.mp3	6696
common_voice_ibb_41368251.mp3	8820
common_voice_ibb_41264509.mp3	9324
common_voice_ibb_41368744.mp3	7128
common_voice_ibb_41368403.mp3	5256
common_voice_ibb_41372574.mp3	8316
common_voice_ibb_41481690.mp3	206856
common_voice_ibb_41482258.mp3	12960
common_voice_ibb_41528602.mp3	5328
common_voice_ibb_41362199.mp3	5508
common_voice_ibb_41484188.mp3	12456
common_voice_ibb_41291038.mp3	7128
common_voice_ibb_41372821.mp3	10548
common_voice_ibb_41266066.mp3	9540
common_voice_ibb_41486961.mp3	8712
common_voice_ibb_41347958.mp3	8460
common_voice_ibb_41361105.mp3	5940
common_voice_ibb_41484072.mp3	9828
common_voice_ibb_41468697.mp3	5148
common_voice_ibb_41513099.mp3	9756
common_voice_ibb_41528310.mp3	7236
common_voice_ibb_41484433.mp3	6840
common_voice_ibb_41464422.mp3	11232
common_voice_ibb_41464475.mp3	10584
common_voice_ibb_41271780.mp3	3348
common_voice_ibb_41512995.mp3	7848
common_voice_ibb_41374652.mp3	7128
common_voice_ibb_41362161.mp3	10260
common_voice_ibb_41307454.mp3	14400
common_voice_ibb_41482008.mp3	9576
common_voice_ibb_41528425.mp3	11268
common_voice_ibb_41319225.mp3	7488
common_voice_ibb_41482348.mp3	8928
common_voice_ibb_41481262.mp3	11052
common_voice_ibb_41308677.mp3	5328
common_voice_ibb_41271779.mp3	14328
common_voice_ibb_41368252.mp3	9036
common_voice_ibb_41481627.mp3	10800
common_voice_ibb_41298763.mp3	5940
common_voice_ibb_41269966.mp3	4608
common_voice_ibb_41484158.mp3	10980
common_voice_ibb_41484741.mp3	8028
common_voice_ibb_41528681.mp3	10440
common_voice_ibb_41484083.mp3	5904
common_voice_ibb_41333138.mp3	7020
common_voice_ibb_41481297.mp3	9540
common_voice_ibb_41481665.mp3	7884
common_voice_ibb_41514021.mp3	9972
common_voice_ibb_41353955.mp3	14220
common_voice_ibb_41513166.mp3	7740
common_voice_ibb_41528395.mp3	6012
common_voice_ibb_41325514.mp3	9036
common_voice_ibb_41271438.mp3	13788
common_voice_ibb_41472391.mp3	14220
common_voice_ibb_41271321.mp3	8532
common_voice_ibb_41528507.mp3	9072
common_voice_ibb_41270518.mp3	3276
common_voice_ibb_41528426.mp3	6048
common_voice_ibb_41492955.mp3	7056
common_voice_ibb_41299235.mp3	10296
common_voice_ibb_41361128.mp3	9936
common_voice_ibb_41299483.mp3	7848
common_voice_ibb_41249437.mp3	132084
common_voice_ibb_41300515.mp3	8496
common_voice_ibb_41464429.mp3	7560
common_voice_ibb_41528129.mp3	11772
common_voice_ibb_41333139.mp3	12456
common_voice_ibb_41371870.mp3	4680
common_voice_ibb_41425822.mp3	6120
common_voice_ibb_41484162.mp3	14616
common_voice_ibb_41250751.mp3	182592
common_voice_ibb_41513184.mp3	13644
common_voice_ibb_41484869.mp3	4536
common_voice_ibb_41266294.mp3	9396
common_voice_ibb_41369102.mp3	11268
common_voice_ibb_41381933.mp3	8640
common_voice_ibb_41374244.mp3	11736
common_voice_ibb_41513947.mp3	9396
common_voice_ibb_41354056.mp3	184464
common_voice_ibb_41298517.mp3	7416
common_voice_ibb_41333226.mp3	10080
common_voice_ibb_41271320.mp3	6336
common_voice_ibb_41271944.mp3	13968
common_voice_ibb_41528481.mp3	5796
common_voice_ibb_41325698.mp3	6516
common_voice_ibb_41528394.mp3	9360
common_voice_ibb_41354091.mp3	198468
common_voice_ibb_41468671.mp3	10476
common_voice_ibb_41287200.mp3	13608
common_voice_ibb_41528120.mp3	13608
common_voice_ibb_41263276.mp3	13176
common_voice_ibb_41464438.mp3	10584
common_voice_ibb_41482089.mp3	6408
common_voice_ibb_41247806.mp3	178416
common_voice_ibb_41287131.mp3	7956
common_voice_ibb_41481711.mp3	197424
common_voice_ibb_41482025.mp3	6588
common_voice_ibb_41362197.mp3	9648
common_voice_ibb_41356534.mp3	11880
common_voice_ibb_41440596.mp3	12204
common_voice_ibb_41329564.mp3	10080
common_voice_ibb_41486989.mp3	12672
common_voice_ibb_41302199.mp3	9216
common_voice_ibb_41440059.mp3	10728
common_voice_ibb_41503107.mp3	8964
common_voice_ibb_41373117.mp3	8676
common_voice_ibb_41481521.mp3	11628
common_voice_ibb_41528753.mp3	12312
common_voice_ibb_41414427.mp3	13104
common_voice_ibb_41270556.mp3	6408
common_voice_ibb_41481871.mp3	9900
common_voice_ibb_41482299.mp3	8568
common_voice_ibb_41528783.mp3	10476
common_voice_ibb_41492953.mp3	10800
common_voice_ibb_41323095.mp3	11628
common_voice_ibb_41528459.mp3	8028
common_voice_ibb_41265677.mp3	4500
common_voice_ibb_41528480.mp3	7776
common_voice_ibb_41269464.mp3	3600
common_voice_ibb_41479808.mp3	10080
common_voice_ibb_41484492.mp3	3528
common_voice_ibb_41266866.mp3	6840
common_voice_ibb_41290607.mp3	5760
common_voice_ibb_41503438.mp3	10872
common_voice_ibb_41329125.mp3	7776
common_voice_ibb_41483978.mp3	6912
common_voice_ibb_41415039.mp3	13896
common_voice_ibb_41271775.mp3	6624
common_voice_ibb_41464649.mp3	13032
common_voice_ibb_41481757.mp3	5940
common_voice_ibb_41492939.mp3	14364
common_voice_ibb_41349636.mp3	13320
common_voice_ibb_41348246.mp3	9756
common_voice_ibb_41528454.mp3	5112
common_voice_ibb_41472362.mp3	7632
common_voice_ibb_41503262.mp3	10440
common_voice_ibb_41266486.mp3	14436
common_voice_ibb_41383429.mp3	10008
common_voice_ibb_41266078.mp3	8460
common_voice_ibb_41318465.mp3	11016
common_voice_ibb_41481840.mp3	10080
common_voice_ibb_41377679.mp3	8676
common_voice_ibb_41318190.mp3	9180
common_voice_ibb_41374367.mp3	11196
common_voice_ibb_41451724.mp3	10044
common_voice_ibb_41248983.mp3	8460
common_voice_ibb_41381374.mp3	9900
common_voice_ibb_41248939.mp3	9576
common_voice_ibb_41349991.mp3	4680
common_voice_ibb_41503220.mp3	4068
common_voice_ibb_41513221.mp3	12816
common_voice_ibb_41307707.mp3	10116
common_voice_ibb_41370506.mp3	7920
common_voice_ibb_41464501.mp3	9612
common_voice_ibb_41528359.mp3	8100
common_voice_ibb_41303535.mp3	8820
common_voice_ibb_41327195.mp3	5328
common_voice_ibb_41348536.mp3	8568
common_voice_ibb_41485989.mp3	9252
common_voice_ibb_41373309.mp3	11988
common_voice_ibb_41400579.mp3	2736
common_voice_ibb_41528736.mp3	5400
common_voice_ibb_41528537.mp3	9972
common_voice_ibb_41528690.mp3	5472
common_voice_ibb_41472307.mp3	12024
common_voice_ibb_41472393.mp3	9540
common_voice_ibb_41265151.mp3	9252
common_voice_ibb_41484186.mp3	6768
common_voice_ibb_41464509.mp3	7272
common_voice_ibb_41381915.mp3	11520
common_voice_ibb_41468730.mp3	5796
common_voice_ibb_41388035.mp3	5940
common_voice_ibb_41468751.mp3	7920
common_voice_ibb_41439682.mp3	9756
common_voice_ibb_41354084.mp3	173736
common_voice_ibb_41513596.mp3	10476
common_voice_ibb_41451844.mp3	13536
common_voice_ibb_41528777.mp3	6372
common_voice_ibb_41397096.mp3	10476
common_voice_ibb_41369555.mp3	12528
common_voice_ibb_41353970.mp3	10476
common_voice_ibb_41472387.mp3	7956
common_voice_ibb_41481641.mp3	9288
common_voice_ibb_41331964.mp3	14796
common_voice_ibb_41451833.mp3	10800
common_voice_ibb_41484562.mp3	10116
common_voice_ibb_41371793.mp3	10836
common_voice_ibb_41484081.mp3	7668
common_voice_ibb_41331483.mp3	11160
common_voice_ibb_41271195.mp3	10584
common_voice_ibb_41503367.mp3	11952
common_voice_ibb_41483916.mp3	6084
common_voice_ibb_41510024.mp3	8712
common_voice_ibb_41371671.mp3	10836
common_voice_ibb_41482265.mp3	8892
